-1.488312118687649677e-01,-2.571633223984637895e-01,-8.558413114199051597e-01,-1.737815057330707388e-02,-1.276839014940778783e-01,1.646965836591191001e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,-1.515716926364154560e-01
3.642150357556388496e+00,7.782474549672019570e+00,-2.108954105147242131e-01,9.551743898208590045e-01,1.280730207331637061e-01,-9.015763294742168421e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,-1.205218254720869936e-01
1.400198792227857503e+01,2.466738626044307381e+00,-6.901227003637804280e-01,9.572208785338617076e+00,1.194405503476297881e+01,2.441101603752729776e+00,8.264115931060976861e-01,2.222804173872871547e-01,-3.604884833063044108e-02
-8.346946067177955786e-02,5.649811408888566477e-02,6.444360247543641507e-02,-6.444360526941932121e-02,-1.703136857372183066e-01,1.428882023115045641e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,3.047068439153297614e-01
5.063768446090820774e+00,1.567353595182744286e+01,-3.408255124684797521e-01,2.739802074982584212e+00,8.772210846300622367e-02,1.174026653040562557e-01,-3.584114887333042510e-02,-1.772443735991600933e-02,-1.725273439389033159e-01
1.150233593171319901e+00,4.810945151370813910e+00,-4.041393078540762851e-02,3.302169533999496087e-01,-1.400826235398680564e-01,-1.512557351426810359e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-1.462590666122869365e-01
3.005308276105096432e-01,1.954975229670211201e+00,7.734943190438944849e-02,9.485574856040353275e-02,-1.163545558747246245e-01,-1.735750365102531334e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-1.007847800516078161e-02
3.822330166067413604e-01,-4.255286585448784381e-02,2.603033453510611994e-01,-6.368787200932617132e-02,-1.264813223850267884e-02,-1.372681471950418508e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,1.554107906908014369e-01
-7.529924177215638337e-02,-9.207835582617460157e-02,-4.427960846031673281e-01,-6.488275645224941823e-02,-1.994283281679897213e-01,-2.047627935388752207e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,3.222149712111829767e-01
2.995025521434301297e+01,1.720882614094973206e+01,-7.460879925426951997e-01,5.263290913791671954e+01,1.680977074034485819e+00,2.287792953137995633e-01,8.267048564998906446e-02,1.608484100712060175e-02,-5.336043020517509256e-02
-1.324907740695186187e-01,-2.241463290840059464e-01,1.666974817971410283e-01,-1.734973272003824743e-02,8.070405537097828652e-02,-1.076363512392125715e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-2.177272875135927432e-01
3.094745691281635569e+00,6.673124904063556517e-01,-3.538644519214103612e-01,1.583476855158366392e-01,1.167234532337012132e+00,-5.075567232338804718e-02,-1.264584688243420955e-02,-1.813344818953204970e-02,-1.088230951666076252e-01
-9.937490575170989174e-03,1.885660873467170096e-01,2.187439091232334237e-02,-5.596423968929728487e-02,-1.750435906745795578e-01,2.103683710392195705e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,2.234108452397471356e-01
1.178785860048069445e+01,9.994613101740693395e+00,-5.692548938091613886e-01,5.734218130904698896e+00,1.127998217486767096e+00,1.208760582371863901e+00,3.603122744776116482e-03,7.472479059398841501e-03,-6.035242172869176996e-02
-1.488312118687649677e-01,-2.571633223984637895e-01,-8.558413114199051597e-01,-6.552484517234814787e-02,6.863747330985829620e-02,-6.254193160008349184e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,7.901195456775148562e-01
1.012113394495756680e+01,2.466738626044307381e+00,-6.168784137594743866e-01,3.379075986921511454e+00,5.166750719491052024e+00,8.136003385101812091e-01,8.570335275327170543e-02,-1.813344818953204970e-02,-1.926229822424384286e-01
5.292969567999585845e-01,1.822907256412379828e+00,1.255132004482149566e-01,-9.463096295350536397e-03,-6.156566705118080712e-02,-1.692075780541772712e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-2.695229098823329061e-02
9.627535511993028094e-02,6.508039937491266747e-01,6.283384158685101362e-01,-5.973179473148216428e-02,-1.476378772938222173e-01,-5.787895252012310865e-02,1.004245397204897583e-02,-1.579728114223057783e-02,-8.184112850838855258e-02
1.457316612369853603e-02,6.972624117198910482e-03,4.539274798918169207e-01,-6.538136251178983116e-02,-7.807666103592751129e-03,1.507893613081041362e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,1.189121902367806100e-01
1.452966685176693418e-01,-4.255286585448784381e-02,1.988527897599411953e-01,-6.436939467039025364e-02,2.076038964799512693e-02,-1.887055994490116351e-01,9.958948533157972738e-02,1.634385581499776807e-02,6.789827893489225330e-02
3.904032355063645765e-01,8.951510740334350791e-02,4.554014030167685689e-01,-6.271297300295412824e-02,-4.570341682519549198e-02,1.711986995017373836e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-3.770387836823034799e-01
9.998580661463218888e+00,2.930955419069853107e+01,-6.203830007409826264e-01,2.809835220943575251e+01,7.684928651588439352e-02,-1.525060166659636396e-01,-3.584114887333042510e-02,-1.602963325875096309e-02,5.547096248090174209e-01
1.093042060873957722e+00,3.473756922135271541e+00,1.992950020801762256e-01,4.296673064626279626e-01,1.344119411290521648e-01,-5.011486599378130874e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,1.159507143807893270e-01
1.730319135044565249e+00,1.225321007178013372e-01,-2.709556696456948965e-01,-5.423147634664928635e-02,7.128381286586696897e-01,-5.660059010916788230e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,-2.518432299327486718e-02
9.627535511993028094e-02,-9.535872540030007616e-03,-1.148408348613906144e-01,-5.919150364727820274e-02,7.105476509677594033e-01,1.441914862697065425e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,2.730614553901809516e-01
-1.161503362702722697e-01,-1.581123424550902601e-01,3.316230936063420676e-01,-6.482324487604552987e-02,-1.021100020505916889e-01,-1.342816584187660478e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-2.796665702646579654e-01
-1.488312118687649677e-01,-1.911293357695481032e-01,1.189236275014187161e+00,-6.552484517234814787e-02,-1.433896114783927977e-01,1.934556198897416646e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-6.768583589116439203e-01
1.910063950836275115e+00,4.200130775053343868e+00,-1.481475262836441098e-01,6.358648193594982345e-01,8.468131862797262377e-02,-1.341177770332817876e-01,-2.427146327814691529e-02,-1.106459137124195594e-02,-4.127729560483160698e-02
2.433392953131474357e-01,1.063516410179849769e+00,-1.926002303665053372e-01,2.685979991983747928e-01,-1.240087079328488079e-01,-1.548164638816154105e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,-2.825117996332952575e-01
-1.570014307683881283e-01,-2.571633223984637895e-01,-8.558413114199051597e-01,-6.552484517234814787e-02,-1.433896114783927977e-01,-2.047627935388752207e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-4.122196799031191961e-01
3.029383940084650284e+00,4.711894171427440270e+00,-1.967007231774808018e-01,9.041817658281622316e-01,4.150073294606990704e-01,-1.778430808811054271e-03,-3.584114887333042510e-02,-1.773723079411391318e-02,1.040494430981179497e-01
-1.570014307683881283e-01,-2.571633223984637895e-01,-8.558413114199051597e-01,-6.552484517234814787e-02,-1.657082519824192302e-01,-2.047627935388752207e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,3.382392049006263113e-01
-7.529924177215638337e-02,8.951510740334350791e-02,6.234873525375430603e-01,-6.495930490057875983e-02,-1.096567782116926980e-02,-7.900961035089094919e-02,-3.584114887333042510e-02,-1.813344818953204970e-02,-8.717445865031926422e-01
-1.406609929691417793e-01,-1.250953491406324447e-01,-2.266155398379350594e-02,-1.737560312914840019e-02,-2.099079125884323604e-01,1.466063947804926160e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,2.353726311956158279e-01
4.884458623018426704e-01,1.720575906894880880e-01,-8.283441298725345570e-03,-1.633947522791949838e-02,3.928986204579326680e-01,2.948745416618238635e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-4.324282941845231099e-01
1.354489065661899305e+00,5.273183057773223936e+00,4.063814826740096836e-02,3.242851963504201351e-01,-1.466319923723672092e-01,-1.885750531555981102e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,-3.040688438207977407e-01
-3.444814727404051091e-02,-2.604436919725892571e-02,-4.162451947097732252e-01,-6.192599517569009199e-02,-1.583060898052044141e-01,-1.847518179896985024e-01,-3.584114887333042510e-02,-1.813344818953204970e-02,4.458122908580425814e-01
