,indeg,outdeg,clustering_coeff,bet_centrality,avg_like_count,avg_dislike_count,avg_reply_count,avg_repost_count,avg_post_polarity
1953,3.0,2.0,0.3333333333333333,0.0,1.1304347826086956,0.0,0.0,0.0,0.06958325490934186
1954,156.0,222.0,0.25985342366526054,5.691918098875206e-05,2.3456495828367103,0.04052443384982122,0.0,0.0,0.06757564780535699
1955,27.0,37.0,0.22797797797797797,1.3008480943405313e-05,4.643564356435643,0.019801980198019802,0.0,0.0,0.16391359039177728
1956,0.0,2.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.1328125
1957,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1958,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1959,1.0,1.0,0.5,0.0,1.0625,0.0,0.0,0.0,0.139171626984127
1960,6.0,0.0,0.26666666666666666,0.0,1.66,0.0,0.0,0.0,-0.0006374458874458916
1961,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.18333333333333332
1962,3.0,5.0,0.2,8.874768617415804e-09,1.4666666666666666,0.0,0.0,0.0,0.1018087734025234
1963,2.0,2.0,0.0,2.5759101372308823e-10,1.8461538461538463,0.38461538461538464,0.0,0.0,0.14102564102564102
1964,0.0,3.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.04761904761904764
1965,0.0,5.0,0.25,0.0,0.9090909090909091,0.0,0.0,0.0,0.17260674931129477
1966,2.0,22.0,0.3018181818181818,1.2562459366562699e-08,1.0681818181818181,0.6363636363636364,0.0,0.0,0.08246778868227733
1967,61.0,163.0,0.22758465748948165,2.1800426679626545e-05,1.0925024342745862,0.0029211295034079843,0.0,0.0029211295034079843,0.1250011725760265
1968,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970,1.0,5.0,0.2857142857142857,1.2146262398913502e-09,2.0,0.0,0.0,0.0,0.32272727272727275
1971,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.07652529761904761
1972,1.0,5.0,0.3,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.23843537414965987
1973,1.0,2.0,0.8333333333333334,0.0,1.1428571428571428,0.0,0.0,0.0,0.013690476190476189
1974,12.0,6.0,0.1292517006802721,1.2792999614897754e-05,1.0666666666666667,0.3333333333333333,0.0,0.0,0.015032519784007882
1975,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
1976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1977,1.0,6.0,0.2619047619047619,4.3739470043308255e-08,0.8958333333333334,0.020833333333333332,0.0,0.0,0.08567053533850409
1978,5.0,1.0,0.03571428571428571,1.2722935349810774e-05,10.625,0.125,0.0,0.0,-0.20361111111111113
1979,3.0,5.0,0.125,2.5445870699621548e-05,3.239130434782609,0.0,0.0,0.0,0.2419224073028421
1980,10.0,21.0,0.3233082706766917,3.936269328488226e-07,1.162162162162162,0.0,0.0,0.0,0.12222098214285713
1981,6.0,11.0,0.3694029850746269,2.9473905133786065e-09,1.2264150943396226,0.0,0.0,0.0,0.10126473631190612
1982,1.0,7.0,0.5555555555555556,3.8540334877652896e-10,0.7272727272727273,0.09090909090909091,0.0,0.0,-0.082260101010101
1983,0.0,3.0,0.5,0.0,1.2,0.2,0.0,0.0,0.025
1984,4.0,5.0,0.36363636363636365,3.055592663735712e-09,1.0,0.07142857142857142,0.0,0.0,-0.13953680619975267
1985,3.0,7.0,0.2857142857142857,0.0,0.8571428571428571,0.0,0.0,0.0,0.10105442176870748
1986,15.0,1.0,0.10084033613445378,1.3084119502099765e-09,12.2,0.0,0.0,0.0,-0.02375187461348175
1987,10.0,26.0,0.12274368231046931,4.853402311093685e-06,0.4778761061946903,0.004424778761061947,0.0,0.0,0.060365280225346596
1988,4.0,4.0,0.21428571428571427,0.0,1.5833333333333333,0.0,0.0,0.0,0.09466145833333334
1989,1.0,4.0,0.4444444444444444,0.0,1.1875,0.0,0.0,0.0,-0.0013477408008657939
1990,1.0,3.0,0.0,4.428757779800464e-10,2.25,0.0,0.0,0.0,0.3406608072916667
1991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
1992,2.0,2.0,0.0,7.370487399959897e-11,1.5333333333333334,0.3333333333333333,0.0,0.0,-0.06720634920634923
1993,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1994,0.0,2.0,0.5,0.0,0.75,0.25,0.0,0.0,0.41875
1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
1996,1.0,11.0,0.27692307692307694,2.07564345728913e-08,1.1538461538461537,0.0,0.0,0.0,0.2063301282051282
1997,0.0,2.0,0.0,0.0,0.375,0.0,0.0,0.0,-0.020833333333333332
1998,2.0,14.0,0.16101694915254236,2.2200140629040773e-07,1.0857142857142856,0.05714285714285714,0.0,0.0,0.0004016439909297073
1999,1.0,1.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.07252645502645502
2000,1.0,1.0,0.0,0.0,1.5,1.5,0.0,0.0,0.009375000000000001
2001,4.0,5.0,0.3611111111111111,4.63253317090929e-09,0.6764705882352942,0.0,0.0,0.0,0.0026246799224740403
2002,10.0,10.0,0.21195652173913043,1.0499986960293133e-07,2.5172413793103448,0.034482758620689655,0.0,0.034482758620689655,0.09513947977310046
2003,4.0,12.0,0.2457627118644068,2.2651222740776515e-08,1.0,0.0,0.0,0.0,0.0339184360612932
2004,0.0,2.0,0.5,0.0,1.3333333333333333,0.0,0.0,0.0,-0.03148148148148148
2005,1.0,4.0,0.1111111111111111,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.07887693903318901
2006,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.06208333333333334
2007,1.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.044727032227032226
2008,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30833333333333335
2009,3.0,9.0,0.29365079365079366,2.0243788507690187e-09,1.4210526315789473,0.05263157894736842,0.0,0.0,0.06354166666666666
2010,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.12228896103896104
